1677070260000,24106.08000000,24113.64000000,24086.19000000,24096.58000000,276.28948000,1677070319999,6657806.46994820,7955,127.88835000,3081844.79103380,0
1677070320000,24097.49000000,24116.99000000,24094.33000000,24102.12000000,245.67386000,1677070379999,5922398.91196720,7970,128.26802000,3092187.86613380,0
1677070380000,24102.12000000,24127.42000000,24093.05000000,24101.48000000,321.47434000,1677070439999,7750140.54528800,8812,150.34617000,3624676.02192350,0
1677070440000,24101.48000000,24113.62000000,24093.16000000,24111.89000000,188.19986000,1677070499999,4536103.78846880,6982,103.04759000,2483749.26702020,0
1677070500000,24110.77000000,24121.50000000,24109.83000000,24115.77000000,165.41532000,1677070559999,3989088.73371490,6182,92.51808000,2231157.43494020,0
1677070560000,24114.66000000,24126.50000000,24113.53000000,24117.33000000,166.92244000,1677070619999,4026314.26262960,5812,90.84412000,2191289.76341020,0
1677070620000,24117.33000000,24139.71000000,24116.74000000,24136.49000000,129.47406000,1677070679999,3124116.19944800,6249,67.92359000,1638939.62468980,0
1677070680000,24136.50000000,24151.89000000,24130.21000000,24132.61000000,251.38581000,1677070739999,6069016.16915130,7535,136.59194000,3297778.16316780,0
1677070740000,24132.61000000,24145.00000000,24126.84000000,24129.68000000,155.14527000,1677070799999,3744342.39338070,5992,82.01181000,1979351.59648490,0
1677070800000,24130.67000000,24137.82000000,24127.25000000,24134.11000000,118.12248000,1677070859999,2850562.24315370,5846,59.40971000,1433723.08433380,0
1677070860000,24134.74000000,24140.00000000,24124.64000000,24131.59000000,164.42992000,1677070919999,3968074.32413770,6289,79.34003000,1914759.55666340,0
1677070920000,24131.59000000,24145.98000000,24123.74000000,24127.20000000,205.59781000,1677070979999,4961715.68534840,7025,99.29178000,2396391.60840190,0
1677070980000,24127.20000000,24142.84000000,24115.06000000,24115.21000000,292.08201000,1677071039999,7047075.08702970,8605,108.80172000,2625308.35390680,0
1677071040000,24115.21000000,24140.00000000,24115.21000000,24122.08000000,181.32180000,1677071099999,4374591.48282450,6447,100.42240000,2422811.14302820,0
1677071100000,24122.59000000,24127.05000000,24111.38000000,24116.14000000,179.53986000,1677071159999,4330145.23975350,6201,83.59318000,2016169.28718290,0
1677071160000,24116.14000000,24127.33000000,24113.10000000,24122.48000000,146.10222000,1677071219999,3524188.42907430,5946,77.61788000,1872250.66621950,0
1677071220000,24123.30000000,24126.74000000,24107.70000000,24110.63000000,222.08273000,1677071279999,5355102.49100110,6885,98.03889000,2364044.95049330,0
1677071280000,24110.63000000,24116.62000000,24106.44000000,24115.61000000,109.51638000,1677071339999,2640543.47543680,4355,70.81663000,1707498.82821770,0
1677071340000,24115.61000000,24139.34000000,24113.72000000,24138.63000000,163.22406000,1677071399999,3938073.56011560,6229,97.07325000,2342143.74330300,0
1677071400000,24139.34000000,24155.37000000,24061.34000000,24061.65000000,739.09783000,1677071459999,17814304.77839740,16334,302.16376000,7283914.46521570,0
1677071460000,24061.65000000,24075.92000000,23976.62000000,24001.54000000,1203.25435000,1677071519999,28913287.74956230,27022,542.59492000,13039455.95403980,0
1677071520000,24001.54000000,24010.71000000,23958.00000000,23961.32000000,1353.46140000,1677071579999,32460109.14232120,23940,527.22757000,12645938.66219610,0
1677071580000,23962.60000000,24016.91000000,23958.54000000,23995.01000000,510.09018000,1677071639999,12241541.77412920,13192,281.08265000,6745441.26753650,0
1677071640000,23995.02000000,24033.89000000,23995.02000000,24018.68000000,372.28514000,1677071699999,8941002.88367710,10387,198.41568000,4765399.38733150,0
1677071700000,24017.52000000,24020.60000000,23980.70000000,23984.52000000,326.58832000,1677071759999,7836917.55766150,9203,129.37120000,3104445.90315370,0
1677071760000,23985.08000000,24036.00000000,23980.70000000,24032.16000000,433.30745000,1677071819999,10404313.28857450,12073,239.62976000,5754003.98470030,0
1677071820000,24031.09000000,24071.44000000,24030.54000000,24048.66000000,458.54293000,1677071879999,11029770.55480720,12294,240.87782000,5794131.10625510,0
1677071880000,24049.99000000,24066.45000000,24033.94000000,24065.37000000,251.04222000,1677071939999,6036577.78890860,7677,133.25942000,3204432.61666990,0
1677071940000,24065.37000000,24074.99000000,24041.10000000,24047.20000000,248.37307000,1677071999999,5975061.57055570,8120,121.35360000,2919443.08692160,0
1677072000000,24046.60000000,24073.84000000,24039.11000000,24067.00000000,225.47576000,1677072059999,5424619.52244200,6955,118.16488000,2843167.29580570,0
1677072060000,24066.18000000,24071.99000000,24046.84000000,24069.74000000,176.04770000,1677072119999,4235872.35332200,6353,85.40512000,2054997.27917670,0
1677072120000,24068.30000000,24089.54000000,24066.02000000,24088.33000000,278.33667000,1677072179999,6702230.35941910,8729,148.44643000,3574587.56121530,0
1677072180000,24088.33000000,24103.93000000,24081.42000000,24090.62000000,314.95594000,1677072239999,7588535.31992240,9922,165.49309000,3987464.47237250,0
1677072240000,24090.63000000,24109.80000000,24080.23000000,24108.49000000,229.87331000,1677072299999,5538899.25073040,7666,123.49668000,2975892.89850890,0
1677072300000,24108.49000000,24119.98000000,24085.16000000,24097.49000000,338.73959000,1677072359999,8165156.41010110,10041,148.44097000,3578164.83106030,0
1677072360000,24097.49000000,24101.09000000,24081.86000000,24093.21000000,185.73538000,1677072419999,4474602.27588020,6490,112.55904000,2711796.53014250,0
